YAR052C,0.25,0.32,-0.02000001,-0.36,0.45,-0.09,0.24,0,0.31,-0.02,0.28,-0.1,0.28,-0.27,0.14,-0.18,0.36,-0.81,0.31,-0.34,0.3,-0.41,-0.43
YAR060C,0.55,0.63,-0.099999994,-0.83,0.44,-0.48,0.57,-0.4,0.42,-0.22,0.46,-0.38,0.45,-0.42,0.14,-0.65,0.06,-0.92,0.38,0.47,0.25,-0.13,0.005000003
YAR070C,0,0,-0.15,-0.3,0.11,-1.4,0.69,0.03,0.3,-0.58,0.32,-0.88,0.56,0.42,0.17,-0.1,0.18,0.34,0.87,-0.36,0.76,-0.68,-0.245
YAR075W,0.26,0.21,0.155,0.1,0.47,-0.21,0.41,0.12,0.21,-0.46,-0.08,0.12,0.19,-0.37,0.09,-0.33,0.22,-0.1,0.75,-0.23,0.35,-0.76,-0.505
YBL003C,0.215,1.26,1.375,1.49,1.03,0.13,-0.64,-1.33,-1.91,-1.12,-0.31,1.11,1.24,1.79,1.33,0.85,0.3,0.06,-0.44,-1.15,-0.83,-0.81,-0.5
YBL005W,0.14999999,-0.02,0.205,0.43,0.06,0.36,0.31,0.35,-0.32,0.47,-0.16,0.2,-0.44,0.39,-0.4,0.13,-1.64,-0.1,-0.47,0.03,0.21,0,0.065
YBL007C,-0.28,-0.21,-0.089999996,0.03,0.4,0.24,0.01,0.22,0.14,-0.55,-0.22,-0.37,0.21,-0.21,-0.15,-0.13,0.51,-0.26,0.66,0.1,0.54,0.03,-0.08
YBL008W,0.095,0.06,0.03,0,0.16,-0.43,0.32,-0.06,0.12,0.09,0,0.16,0.41,0.19,0.17,-0.45,0.2,-0.6,0.05,-0.16,0.69,-0.55,-0.35500002
YBL009W,0.62,0.91,0.75,0.59,0.52,-0.47,-0.02,-0.56,-0.73,-0.11,0.03,0.18,0.22,0.5,0.18,0.41,-0.02,0.13,-0.13,-0.25,0.07,-0.73,-0.555
YBL011W,0.08500001,-0.1,-0.060000002,-0.02,0,0.17,-0.37,-0.16,-0.34,-1.83,0.1,1.1,-0.06,0.92,0.06,0.39,0.11,0.11,-0.02,0.17,0.79,0.22,0.2
YBL017C,-0.59,-0.7,-0.285,0.13,0.46,-0.04,0.3,0.01,0.01,-0.04,-0.28,-0.21,0.35,0.12,0.37,-0.04,0.27,-0.04,0.44,0.07,0.38,-0.1,-0.015000001
YBL027W,0.48000002,0.56,0.35,0.14,-0.45,0.31,-0.23,0.29,-0.92,0.41,-0.34,0.19,-0.6,0.57,-0.99,-0.02,-0.5,0.29,-0.52,0.29,0.16,0.26,0.23499998
YBL029W,0.085,0.08,0.055,0.03,-0.28,-0.56,1.44,-0.1,-0.69,-0.62,-0.28,0.28,-0.45,0.98,-0.43,-0.07,-0.12,0.14,-0.12,0.41,0.43,-0.27,-0.21000001
YBL031W,0.36499998,0.59,0.26999998,-0.05,-0.09,-0.84,0.36,-0.34,2.14,-0.44,-0.03,0.34,0.14,0.01,0.05,0.03,0.09,-0.61,0.28,-0.22,0.34,-0.58,-0.53999996
YBL033C,0.315,0.09,-0.019999996,-0.13,-0.62,-0.2,-0.01,0.01,-0.41,-0.01,-0.52,0.07,-0.28,0.13,-0.64,0.13,-0.22,0.23,-0.3,0.01,0.22,0.5,0.44
YBL047C,-0.55,-0.55,-0.31,-0.07,0.3,0.04,0.13,-0.04,0.08,-0.02,-0.01,0.19,0.48,0.14,0.22,-0.12,-0.08,-0.35,0.52,-0.13,0.53,-0.18,-0.17500001
YBL051C,1.115,1.12,0.22,-0.68,0.46,-2.46,0.66,-2.17,0.41,-4.05,0.8,0.78,0.92,0.85,0.46,-1.72,0.01,-2.46,0.69,0.97,0.73,1.08,0.94000006
YBL052C,-0.285,0.14,0.23500001,0.33,0.01,0.09,1.7,-0.09,-0.3,-0.4,-0.38,-0.59,-0.01,0.1,0.26,0.01,0.17,-0.28,0.22,0.7,-0.03,-0.26,-0.205
YBL053W,0.315,0.56,0.48000002,0.4,-0.13,0.23,0.46,0.1,-0.3,-0.6,-0.05,-0.21,0.23,0.31,-0.39,0.54,-0.79,-0.21,0,0.18,-0.33,-0.15,-0.075
YBL060W,0.125,0.11,-0.045,-0.2,-0.13,-0.18,0.37,0.05,0.06,-0.18,-0.33,0.41,-0.13,-0.03,-0.22,-0.13,-0.05,-0.29,0.29,0.56,-0.01,0.22,-0.034999996
YBL061C,0.92,0.93,0.245,-0.44,-0.4,-0.4,0.07,-0.19,0.22,0.25,0.43,0.41,0.07,-0.69,-0.19,-0.24,-0.91,-0.98,-0.11,0.09,0.04,0.38,0.19
YBL063W,0.28,0.49,0.485,0.48,0.64,0.23,0.12,-0.36,-0.28,-0.09,-0.42,0.23,-0.4,0.42,-0.13,0.35,0.06,-0.04,-0.14,-0.54,-0.2,-0.3,-0.18
YBL066C,0.065,0.03,0.23,0.43,0.15,0.47,0.32,0.36,-0.04,0.39,-0.1,0.12,-0.24,0.17,-0.14,0.05,-0.24,0.2,-0.8,-0.57,-0.44,-0.06,-0.024999999
YBL075C,-0.755,-0.95,-0.585,-0.22,-1.15,0.08,-0.66,-0.15,-0.61,-0.08,-0.83,0.08,-0.61,-0.61,-0.3,0.57,0.08,0.31,0.96,0.46,1.07,0.91,0.975
YBL077W,0.040000003,0.09,0.055,0.02,0.01,0.19,0.38,0.14,0.14,0.11,0.19,0.01,0.49,0.02,-0.38,-0.01,-0.24,0.04,-0.24,-0.26,0.02,-0.05,-0.075
YBL079W,-0.060000002,-0.18,0.049999997,0.28,0.18,0.25,-0.16,0.21,0.09,0.15,-0.22,-0.11,-0.22,-0.11,-0.11,0.09,0.21,0.04,0.43,-0.53,0.16,-0.01,-0.25
YBL084C,-0.185,-0.57,-0.505,-0.44,0.03,-0.12,0.5,-0.02,-0.01,0.03,-0.07,0.62,0.1,0.33,0.24,-0.24,-0.05,-0.07,0.21,-0.22,0.29,-0.44,-0.34
YBL088C,-0.315,-0.55,-0.345,-0.14,0.25,0.23,-0.01,-0.06,-0.34,-0.01,-0.21,0.9,-0.47,-0.34,0.58,-0.45,0.15,0.05,0.57,0.02,0.9,-0.23,-0.325
YBL097W,-0.15,-0.05,0.275,0.6,0.27,0.1,0.75,-0.03,-0.17,-0.56,0.01,0.27,0.1,0.56,0.83,-0.47,0.45,-0.05,-0.1,-0.47,0.39,-0.93,-0.47
YBL099W,-0.83000004,-0.55,-0.17000002,0.21,-0.01,0.55,-0.23,0.35,0.57,0.3,0.19,0.23,0.13,-0.06,-0.32,0.07,0.25,0.3,0.29,-0.45,-0.11,0.17,0.08
YBL101C,0,-0.1,-0.08,-0.06,-0.24,0.05,-0.51,0.18,0.16,0.16,0.18,-0.06,0.13,-0.11,-0.36,-0.22,-0.22,0.21,-0.01,0.1,0.04,0.2,0.1
YBL101W-B,0.735,0.6,0.70500004,0.81,-0.14,0.75,-0.82,0.77,-0.69,0.49,-0.3,0.09,-0.51,0.4,-0.93,0.14,-0.86,-0.23,-0.75,-0.32,-1.09,0.21,0.19999999
YBL103C,0.39999998,0.32,0.16499999,0.01,-0.23,0.06,-0.23,0.08,-0.46,0.03,0.13,0.01,0.53,-0.02,-0.21,0.11,0.18,-0.3,-0.28,-0.34,-0.36,0.24,0.185
YBL105C,0.17,0.02,0.095,0.17,-0.15,0.17,-0.5,0.38,-0.04,0.15,0.02,0.09,-0.22,0.04,-0.34,0.18,0.06,-0.15,0.07,-0.13,-0.13,0.07,0.035
YBR008C,0.08,0.43,0.465,0.5,0.5,0.18,-0.24,-0.5,-0.45,-0.45,-0.2,0.23,0.41,0.4,0.51,0.5,0.63,0.03,0.07,-0.59,-0.45,-0.37,-0.35500002
YBR014C,0.325,0.35,0.32999998,0.31,-0.14,0.19,-0.28,0.21,-0.72,0.19,-0.64,-0.2,-0.37,0.13,-0.11,0.32,-0.16,0.12,-0.69,0.1,-0.58,0.21,0.225
YBR016W,0.33499998,0.39,0.22999999,0.07,-0.3,0.09,-0.93,-0.15,-1.17,0.36,-0.35,0.36,-0.12,0.33,0.07,-0.3,-0.04,0.3,-0.75,-0.23,-0.35,0.67,0.69
YBR030W,0.71500003,0.6,0.35000002,0.1,-0.19,0.39,-0.46,0.26,-0.55,0.3,-0.26,-0.06,-0.19,-0.14,-0.21,0.36,0.08,0.18,-0.46,-0.26,-0.64,0.14,0.02
YBR032W,0.114999995,-0.03,0.095,0.22,0.23,0.22,-0.32,0.23,0.27,0.15,0.1,0.02,0.1,-0.53,0.36,0.27,0.85,0.02,0.19,-0.98,0.03,-0.38,-0.53
YBR033W,0.015000001,-0.19,-0.305,-0.42,0.27,-0.19,0.18,0.05,0.33,0.2,-0.23,-0.31,-0.09,-0.41,0.54,-0.03,0.21,-0.41,0.12,-0.16,0.77,0.02,-0.17999999
YBR038W,-2.31,-2.69,-1.5600001,-0.43,0.57,0.67,1.71,1.42,1.83,0.23,-0.46,-1.1,-1.43,-0.93,-0.28,0.15,0.72,1,1.02,0.41,1.22,-0.01,-0.295
YBR048W,-0.21000001,-0.05,-0.010000001,0.03,0.63,0.19,0.36,0.08,0.33,0.06,0.01,0.02,-0.01,-0.16,0.13,-0.38,0.4,-0.1,0.14,0.11,0.08,-0.27,-0.345
YBR054W,-2.3200002,-3.16,-2.38,-1.6,-0.2,0.1,0.98,1.36,2.14,1.02,0.76,-0.46,-0.73,-1.67,-1.39,-0.52,0.75,0.61,1.51,0.93,1.44,0.19,0.024999999
YBR056W,-1.155,-0.99,-0.78,-0.57,-0.04,-1.01,0.37,-0.38,-0.02,0.07,0.17,-0.04,0.32,-0.05,-0.13,-0.49,-0.04,-0.32,0.22,1.14,0.8,0.86,0.905
YBR058C,0.345,0.23,0.14,0.05,-0.3,-0.23,0.26,0.08,-0.1,0.14,-0.12,-0.19,-0.21,0.22,-0.12,-0.42,-0.1,0.02,-0.12,-0.06,0.29,0.1,-0.08
YBR060C,0.405,0.5,0.37,0.24,-0.3,0.31,-0.35,0.39,-0.5,0.24,-0.41,0.02,0.29,0.25,-0.73,0.36,-0.38,0.29,-0.53,0.04,-0.84,0.38,0.155
YBR068C,-0.29999998,0.05,-0.42,-0.89,0.63,-0.65,0.69,-0.49,0.86,-0.55,0.26,-0.26,0.18,0.15,0.96,-0.16,0.39,-0.13,0.64,0.31,1.11,-0.73,-0.65
YBR070C,0.53499997,0.58,0.16499999,-0.25,0.3,-1.43,-0.22,-1.55,0.09,-0.04,0.47,0.59,0.82,-0.03,0.8,-0.43,-0.17,-0.91,0.2,0.17,1.03,-0.22,-0.195
YBR074W,-0.22999999,-0.29,-0.32999998,-0.37,0.4,-0.87,0.65,-0.28,0.94,-0.21,0.3,-0.33,0.45,-0.33,0.61,-0.06,0.06,-0.35,0.79,0.37,0.76,-0.53,-0.565
YBR076W,0.03,0.03,-0.11,-0.25,0.93,-1.46,0.81,-1.22,0.74,-0.6,0.4,0.08,0.54,-0.34,0.94,-0.2,0.46,-0.85,0.95,0.3,1.43,-1.28,-0.92999995
YBR078W,-0.51,-0.38,-0.00999999,0.36,0.76,0.53,0.5,-0.05,0.32,-0.35,-0.23,0.05,0.17,0.07,0.38,0.38,-0.07,0.32,0.6,-0.47,0.68,-0.64,-0.705
YBR080C,0.41,0.37,0.335,0.3,-0.01,-0.01,0.11,0.11,-0.2,0.22,0.02,0.12,-0.61,0.7,-0.05,0.17,-0.3,-2.2,-0.37,0.04,0.47,0.16,0.175
YBR081C,0.22999999,0.38,0.28,0.18,0.18,-0.37,0.03,-0.17,-0.29,-0.19,-0.39,1.05,-0.46,0,0.4,-0.48,0.03,-0.33,0.18,0.21,0.66,0.03,-0.16
YBR082C,0.16499999,0.07,-0.015000001,-0.1,-0.45,-0.17,-0.53,-0.26,-0.84,-0.06,-0.65,-0.3,-1.48,-0.19,-0.23,0.38,-0.04,0.5,-0.56,0.74,0.74,0.88,0.8
YBR084C-A,0.41,0.47,0.36,0.25,-0.25,0.34,-0.29,0.26,-0.54,0.35,-0.43,0.15,-0.76,0.29,-0.74,0.15,-0.59,0.34,-0.85,0.44,0,0.4,0.29000002
YBR085W,-0.615,-0.52,-0.35,-0.18,0.39,-0.37,0.5,-0.42,0.69,-0.08,0.75,-0.31,0.76,-0.28,0.28,-0.4,0.52,-0.31,0.64,0.11,1.19,-0.52,-0.53
YBR087W,0.8,0.87,0.525,0.18,-0.68,-0.26,-0.36,-0.17,-0.71,0.19,-0.12,0.42,-0.21,0.06,-0.21,0.28,-0.23,-0.03,-0.68,-0.24,0.26,0.25,0.16499999
YBR089C-A,-0.17500001,-0.15,-0.59999996,-1.05,0.62,-1.05,0.49,-0.98,0.31,-0.42,0.11,-0.14,0.24,0.1,1.09,0.04,0.22,-0.15,0.63,0.43,0.98,-0.15,-0.26999998
YBR092C,-2.565,-2.87,-2.235,-1.6,-0.65,0.23,1.91,1.57,2.41,0.28,0.04,-0.93,-1.03,-1.56,-0.15,0.02,0.9,0.99,2,1.42,1.8,-0.23,-0.48000002
YBR094W,-0.114999995,-0.35,-0.39,-0.43,0.14,-0.08,0.57,0.05,0.49,-0.12,-0.24,-0.42,-0.3,-0.43,0.42,0.17,0.07,-0.07,0.43,0.7,0.46,-0.33,-0.38
YBR096W,-0.985,-0.76,-0.44,-0.12,0.85,-0.07,0.6,-0.14,0.86,-0.35,-0.2,-0.15,0.46,-0.15,0.9,0.01,-0.08,-0.14,0.77,0.15,0.46,-0.38,-0.39999998
YBR097W,-0.315,-0.42,0.02000001,0.46,0.69,-0.06,0.48,-0.09,0.29,-0.16,0.36,-0.59,0.32,0.31,0.44,-0.12,-0.04,-0.42,0.24,-0.18,0.19,-0.31,-0.41
YBR098W,0.21000001,-0.01,-0.080000006,-0.15,0.15,-1.04,0.38,-0.44,0.6,-0.2,0.38,-0.27,0.38,-0.1,0.51,-0.12,0.13,-0.4,0.36,0.65,0.3,-0.38,-0.33499998
YBR110W,0.65999997,0.83,-1.09,-3.01,0.94,-3.6,1.66,-2.43,1.21,-2.43,0.85,0.81,0.74,0.83,1.19,-1.51,0.76,-2.27,1.02,0.74,1.02,0.65,0.61
YBR112C,0.049999997,0.08,0.12,0.16,0.31,-0.41,-0.18,-0.44,-0.13,-0.08,0.03,-0.02,0.08,0.31,0.5,0.64,0.06,-0.29,-0.18,0.74,-0.15,-0.12,-0.21000001
YBR116C,-0.13499999,-0.06,-0.07,-0.08,-0.53,-0.02,0.31,0.1,-0.3,0.13,0.11,0.03,0.08,-0.32,0.25,0,0.25,-0.58,0.51,-0.08,0.59,-0.02,-0.135
YBR118W,-0.44,-0.39,-0.255,-0.12,0.28,-0.08,0.27,-0.21,0.44,-0.07,0.02,-0.03,0.03,-0.15,0.34,0.45,0.15,0,-0.12,0.43,0.57,-0.18,-0.265
YBR122C,-0.525,-0.62,-0.49,-0.36,-0.13,-0.51,-0.4,-0.36,0.34,0.01,0.14,0.06,-0.04,-0.02,0.1,0.42,0.2,0.18,-0.24,0.73,0.43,0.15,0.120000005
YBR128C,0.095,0.02,-0.13499999,-0.29,-0.09,-0.13,0.32,-0.02,0.04,-0.13,-0.15,-0.11,-0.55,-0.13,0.29,0.09,0,-0.25,0.13,0.32,-0.05,0.24,0.185
YBR130C,-0.005000003,0.13,0.25,0.37,-0.2,0.3,-0.24,-0.03,0.08,-0.07,-0.59,-0.2,0.32,0.17,-0.43,0.43,-0.32,0.08,-0.22,0.07,-0.36,0.46,0.345
YBR134W,-0.205,-0.12,-0.004999999,0.11,0.14,0.19,0.53,0.11,0.37,-0.25,0.07,-0.39,0.52,-0.06,-0.18,0.04,0.41,-0.34,0.45,-0.14,0.6,-0.27,-0.345
YBR136W,0.009999998,-0.24,-0.205,-0.17,0.2,-0.45,-0.25,-0.14,0.13,0.05,0.34,1.18,0.08,-0.85,0.48,-0.85,0.1,-0.53,0.45,0.06,0.76,-0.45,-0.32
YBR138C,-0.88,-0.85,-0.615,-0.38,0.49,0.49,0.92,0.57,0.66,-2.56,0.38,-0.49,0.21,-0.85,0.34,0.42,0.56,0.4,0.46,1.56,1.05,-1.26,-0.865
YBR140C,-0.39499998,-0.42,-0.235,-0.05,0.3,-0.05,0.32,-0.19,0.21,0.06,0.01,-0.32,0.13,0.08,0.43,-0.01,-0.15,0.19,0.29,-0.52,0.51,-0.01,0.005
YBR142W,0.625,0.35,0.03999999,-0.27,-0.2,-0.2,0.13,0.08,0.06,0.09,0.18,-0.22,-0.12,-0.25,-0.34,0.25,-0.22,-0.04,-0.42,0.65,-0.09,-0.28,-0.43
YBR146W,-0.38,-0.54,-0.595,-0.65,0.26,-0.81,0.2,-0.75,0.58,-0.28,0.43,-0.01,0.51,0.1,0.5,-0.37,0.21,-0.49,0.52,0.67,0.92,-0.15,-0.14500001
YBR148W,0.18,0.15,0.035000004,-0.08,-0.24,-0.14,0.29,0.07,-0.14,-0.03,0.24,0.29,0.45,0.06,-0.07,0.29,-0.05,0.06,0.34,-0.35,0.38,-0.26,-0.305
YBR156C,-0.045,0.06,0.125,0.19,-0.15,0.25,-0.19,0.08,0.21,0.19,-0.01,0.11,-0.03,0.06,-0.32,0.13,0.06,0.21,-0.15,-0.62,0.33,-0.11,0.11000001
YBR158W,0.81500006,-0.59,-0.96500003,-1.34,-1.53,-0.77,-1,-0.65,0.2,1.56,1.6,1.19,0.41,-0.02,-1.2,-0.73,-0.83,-0.62,-0.48,0.09,0.35,1.44,1.2950001
YBR160W,0.27499998,0.29,0.015000001,-0.26,-0.13,-0.37,0.29,-0.03,0.24,-0.08,0.14,-0.16,0.06,-0.14,-0.02,0.1,-0.33,-0.18,-0.33,0.56,0.15,-0.09,-0.18
YBR161W,-0.09,0.02,0,-0.02,0.35,-0.25,-0.02,-0.86,-0.08,-0.2,0.68,0.21,0.94,0.22,0.9,0.1,-0.07,-0.45,0.21,-0.04,0.21,-0.3,-0.365
YBR162C,-0.45999998,-0.27,-0.2,-0.13,0.74,-0.2,0.45,-0.62,0.65,-0.52,0.4,0,0.92,-0.07,0.75,0.22,0.78,-0.14,0.45,-0.28,0.33,-0.6,-0.625
YBR162W-A,0.55,0.49,0.21000001,-0.07,0.57,-0.03,0.07,-0.11,-0.35,-0.13,-0.25,-0.02,-0.25,0.12,-0.27,0.17,-0.82,0,-0.64,0.65,-1.05,0.27,0.14500001
YBR163W,0.03,0,-0.03,-0.06,0.12,-0.32,0.05,-0.17,0.35,-0.05,0.15,-0.18,0.22,-0.13,0.3,0.22,0.25,-0.24,-0.08,0.44,0.21,-0.14,-0.31
YBR164C,0.085,-0.08,-0.19,-0.3,-0.03,-0.27,0.32,-0.06,-0.17,0.09,-0.11,-0.16,0.01,-0.1,-0.42,0.17,-0.77,0.1,-0.32,0.66,-0.19,0.45,0.34
YBR165W,0.01,-0.02,-0.02,-0.02,0.25,-0.06,-0.28,-0.05,0.4,-0.11,-0.39,-0.05,0.21,-0.28,0.7,0.16,0.12,0.02,0.2,0.32,0.41,-0.55,-0.445
YBR166C,0.255,0.31,0.07,-0.17,0.1,-0.33,0.03,-0.22,-0.16,0.06,0.05,0.64,-0.07,0.04,0.15,-0.59,-0.51,-0.42,-0.17,0.09,0.4,0.13,0.13499999
YBR167C,0.015,0.02,-0.13499999,-0.29,0.22,-0.33,-0.02,-0.18,0.15,-0.31,0.02,-0.21,-0.12,-0.62,0.67,0.19,0.14,-0.06,-0.02,0.96,0.18,-0.05,-0.08
YBR168W,-0.185,-0.14,-0.39499998,-0.65,0.37,-0.59,0.44,-0.42,0.44,-0.5,0.03,-0.53,0.7,-0.12,0.24,-0.12,-0.14,-0.07,0.74,0.57,0.46,-0.14,-0.14
YBR169C,-0.305,-0.4,-0.385,-0.37,-0.05,-0.52,-0.37,-0.94,-0.47,-0.69,-0.61,-0.37,-0.63,-0.58,0.6,0.38,0.45,0.04,0.13,0.96,1.28,0.73,0.69500005
YBR170C,0.114999995,0.04,0.005,-0.03,-0.44,-0.07,-0.28,-0.09,-0.34,0.31,-0.05,0.28,-0.32,0.12,-0.09,0.14,0.19,0.16,-0.54,-0.23,0.17,-0.09,0.24999999
YBR171W,0.5,0.48,0.41,0.34,-0.63,0.37,-0.66,0.33,-0.49,-0.96,-0.34,0.51,-0.22,0.39,-0.54,0.4,-0.39,0.44,-0.63,-0.14,-0.46,0.44,0.37
YBR172C,0.035,0.07,0.195,0.32,0.05,0.72,-0.03,0.43,-0.17,0.27,-0.66,-0.1,-0.77,-0.23,-0.4,0.72,-0.06,0.26,-0.1,0.38,-0.63,0.02,-0.125
YBR173C,-0.08,0,-0.005,-0.01,-0.35,0.06,-0.31,-0.02,-0.24,0.03,-0.28,0.11,-0.33,-0.29,-0.23,0,0.21,0.27,-0.08,-0.05,0.31,0.52,0.48
YBR175W,-0.035,-0.05,-0.045,-0.04,-0.02,0.26,-0.07,0.12,-0.39,0.15,-0.04,0.06,0.25,-0.29,-0.16,-0.07,0.46,0.23,0.35,-0.41,0.15,-0.05,-0.115
YBR176W,0.114999995,0.24,-0.005000003,-0.25,0.15,-0.06,0.09,0.08,0.11,-0.02,-0.15,0.27,0.01,-0.08,-0.27,-0.19,0.09,-0.23,0.35,0.21,0.24,-0.08,-0.225
YBR177C,-0.125,0.11,0.335,0.56,0.18,0.39,-0.33,0.25,-0.55,0.09,-0.02,0.29,0.15,0.15,0.22,0.11,0.22,0.06,0.13,-0.52,-0.17,-0.26,-0.205
YBR178W,-0.22,-0.04,-0.14999999,-0.26,0.73,-0.26,0.45,-0.69,0.24,-0.26,0.16,-0.07,0.22,0.07,0.21,-0.37,0.52,-0.37,0.87,0.19,0.76,-0.3,-0.385
YBR179C,0.035,-0.03,0.035,0.1,-0.38,0.19,-0.69,0.37,-0.04,0.32,-0.3,-0.08,-0.11,0.11,-0.52,0.11,-0.11,0.2,0.07,-0.06,-0.41,0.58,0.39
YBR180W,0.040000003,-0.1,-0.135,-0.17,0.54,-0.29,0.54,-0.19,0.28,-0.29,-0.06,-0.27,0.16,0.01,0.13,-0.33,0.31,-0.33,0.49,0.64,0.81,-0.72,-0.68
YBR181C,0.155,0.21,0.13499999,0.06,-0.16,0.18,0.08,0.08,-0.08,-0.01,-0.16,-0.01,-0.19,-0.05,-0.08,-0.29,0.1,0.06,0.21,0.28,-0.07,0.01,-0.06
YBR182C,0.435,0.49,0.215,-0.06,0.23,-0.53,0.31,-0.21,0.02,0.05,-0.1,0.24,0.15,-0.36,-0.07,-0.34,0.3,-0.76,0.5,0.36,0.68,-0.29,-0.45999998
YBR183W,-0.95500004,-0.93,-0.99,-1.05,0.59,-0.61,0.06,-0.24,0.68,-0.05,0.29,0.11,0.66,-0.28,0.97,-0.27,0.35,-0.28,0.46,0.48,1.29,-0.1,-0.04
